"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"111","175.63051973371455","73.79936192615583","4.935902199707756","-0.30787163954119523","0.04170000000000007","0.06659999999999999","0.0168","1400","0.00019756635375448107","0","0.00019756635375448107","0.00019756635375448107","","","true"
"112","170.6005724321605","60.33596901872409","5.191670504009927","-0.3000073369061823","0.014700000000000046","0.0106","0.01880000000000004","1400","0.00037985906115416525","0","0.00037985906115416525","0.00037985906115416525","112_108:1","112_108:660","true"
"113","245.3250734346607","32.78547054430331","5.2230142939930255","-0.30373017413686176","0.07650000000000001","0.0654","0.08760000000000001","1400","0.0006968839932942328","0","0.0006968839932942328","0.0006968839932942328","113_114:0.01553631028986685","113_114:660","true"
"114","194.96311870815458","39.37684220894265","5.003973793472621","-0.30646896715961114","0.009099999999999997","0.009000000000000008","0.0092","1400","0.0002294535311069376","0","0.0002294535311069376","0.0002294535311069376","","","true"
"115","271.38733265391676","71.14984052575247","4.854002947934838","-0.3090647763636455","0.016899999999999915","0.017199999999999993","0.0166","1400","0.00021452200953943487","0","0.00021452200953943487","0.00021452200953943487","115_114:0.006129826726687548","115_114:660","true"
"116","125.92342318427322","118.29611384126052","5.055268794555741","-0.30553750298155397","0.010099999999999998","0.011","0.009199999999999986","1400","0.000587074567085201","0","0.000587074567085201","0.000587074567085201","116_115:0.01983727680995903","116_115:660","true"
"117","0.8683212806704563","52.995077201300845","5.109945552133112","-0.3047820268977757","0.3152999999999999","0.49339999999999995","0.1372","1400","0.24624959095191518","0","0.24624959095191518","0.24624959095191518","117_116:1","117_116:660","true"
"118","213.3299518731535","138.06930491200762","4.903137856338508","-0.308813589258809","0.053099999999999925","0.07899999999999996","0.0272","1400","0.0024771050841898424","0","0.0024771050841898424","0.0024771050841898424","118_110:0.0995109296084577;118_117:1","118_110:660;118_117:660","true"
"119","193.29938364532117","180.43152008654545","4.995814517190687","-0.3073018123680654","0.03689999999999993","0.018199999999999994","0.0556","1400","0.0004422192518840422","0","0.0004422192518840422","0.0004422192518840422","119_118:0.022935227318749862","119_118:660","true"
"120","194.69474977127055","79.73440008936787","5.051819790524446","-0.30587865630676275","0.012299999999999978","0.010199999999999987","0.0144","1400","0.00018830884650638066","0","0.00018830884650638066","0.00018830884650638066","120_119:0.010933226696280773","120_119:660","true"
"121","100.3416439944","57.72023481281422","5.192105911391793","-0.3045980652775769","0.007600000000000051","0.008399999999999963","0.0068","1400","0.00022422456688799908","0","0.00022422456688799908","0.00022422456688799908","121_120:0.005944521250086043","121_120:660","true"
"122","108.87741610403175","67.6524291806918","5.113015329788032","-0.30445244656460696","0.021700000000000053","0.023599999999999954","0.0198","1400","0.000222476143339968","0","0.000222476143339968","0.000222476143339968","122_111:0.0077808502457114015;122_121:0.006239545898652443;122_123:0.015069953676439207","122_111:660;122_121:660;122_123:660","true"
"123","210.18080576204403","208.81888262762791","5.058274138952035","-0.30544712177928046","0.05469999999999997","0.05579999999999996","0.0536","1400","0.00021669944020616343","0","0.00021669944020616343","0.00021669944020616343","","","true"
"124","174.43602547241719","181.94843383756498","5.25060540874022","-0.300928045032831","0.012599999999999945","0.0126","0.012599999999999945","1400","0.00026087341358505716","0","0.00026087341358505716","0.00026087341358505716","124_123:0.006788404114361796","124_123:660","true"
"125","194.4452799629888","12.541331354250522","5.1530342408120235","-0.3038198674876071","0.008199999999999985","0.007199999999999984","0.0092","1400","0.0003338741436993368","0","0.0003338741436993368","0.0003338741436993368","125_126:0.013109569830002582;125_124:0.007586037246102795","125_126:660;125_124:660","true"
"126","119.78753797982095","154.46626847234185","5.037958770257986","-0.3056258468828766","0.30599999999999994","0.295","0.31699999999999995","1400","0.000316923234391662","0","0.000316923234391662","0.000316923234391662","126_112:0.011830734162200401","126_112:660","true"
