"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"84","307.08475248639735","141.9317972978137","4.894125606176961","-0.3065902831656614","0.011500000000000066","0.01200000000000001","0.011","1400","0.00019357157052748687","0","0.00019357157052748687","0.00019357157052748687","84_83:0.009345262046231761","84_83:660","true"
"85","374.41461743463157","154.92300872055435","4.990626005478723","-0.3065800859785169","0.2791","0.28300000000000003","0.2752","1400","0.00034156941217393865","0","0.00034156941217393865","0.00034156941217393865","85_84:0.013498851406826606;85_73:0.012191988780643592","85_84:660;85_73:660","true"
"86","266.04573216087107","138.50747011753725","4.943704268938209","-0.3060679779681569","0.05230000000000001","0.061000000000000054","0.0436","1400","0.0003052425251890402","0","0.0003052425251890402","0.0003052425251890402","86_85:0.01693830386152026","86_85:660","true"
"87","448.967345714623","299.37649958561803","4.892894057531939","-0.3071491684732496","0.03839999999999999","0.041000000000000036","0.0358","1400","0.00023129830719576647","0","0.00023129830719576647","0.00023129830719576647","87_93:0.028072825023154474;87_88:0.005818047309929658;87_86:0.010831511685693268","87_93:660;87_88:660;87_86:660","true"
"88","93.41797444540072","106.14938406086888","5.052562483937915","-0.304960394436529","0.0036000000000000476","0.0048000000000000265","0.0024","1400","0.00027609342633146025","0","0.00027609342633146025","0.00027609342633146025","88_89:0.008504914702890443","88_89:660","true"
"89","85.69863716409468","70.98604117523321","4.922652236936075","-0.3066542797849576","0.12470000000000003","0.13939999999999997","0.11","1400","0.0028930576702672368","0","0.0028930576702672368","0.0028930576702672368","89_74:0.00898852414304957","89_74:660","true"
"90","288.8484893206942","319.32153098001663","4.983455946650954","-0.30538470198551193","0.016000000000000014","0.0174","0.014599999999999946","1400","0.0001630375756534263","0","0.0001630375756534263","0.0001630375756534263","90_94:0.0032945000930570956;90_75:0.005366210360994245","90_94:660;90_75:660","true"
"91","469.59632919122436","282.10672865212166","4.869896548305993","-0.3074936357613819","0.07069999999999999","0.06720000000000004","0.0742","1400","0.0001008571722054025","0","0.0001008571722054025","0.0001008571722054025","91_79:0.0026783651493032523","91_79:660","true"
"92","293.7677886731201","103.22975501489802","4.943513052237272","-0.30629552269162297","0.017800000000000038","0.017","0.01859999999999995","1400","0.0003879077826014001","0","0.0003879077826014001","0.0003879077826014001","92_83:0.0106758291401933;92_102:0.01239810627239668","92_83:660;92_102:660","true"
"93","269.9845968863071","10.992639381796877","4.655474582256046","0","0.058699999999999974","0.03700000000000003","0.0804","1400","0.0012299659254665883","0","0.0012299659254665883","0.0012299659254665883","93_106:1","93_106:660","true"
