"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"109","251.22780842080132","67.57086456489394","4.816287316466149","-0.3076224851395677","0.0677000000000001","0.058","0.07740000000000002","1400","0.00022181546543875496","0","0.00022181546543875496","0.00022181546543875496","109_114:0.007175237086836761","109_114:660","true"
"110","409.5159208464705","36.9472847948525","4.960683095521986","-0.30654326919776725","0.11829999999999996","0.08599999999999997","0.1506","1400","0.0006898374670824523","0","0.0006898374670824523","0.0006898374670824523","","","true"
"111","117.55125632643905","7.491874881745147","4.771927717925174","-0.27459033814679856","0.10833333333333339","0.09999999999999998","0.11666666666666667","1400","0.001356045361376687","0","0.001356045361376687","0.001356045361376687","","","true"
"112","389.47748507980765","537.4160638552885","4.758021486000845","-0.30947821505202616","0.011500000000000066","0.013399999999999967","0.0096","1400","0.00021917805571639362","0","0.00021917805571639362","0.00021917805571639362","","","true"
"113","413.044804810325","491.6858345811481","4.878207446727576","-0.3074886323823703","0.02059999999999995","0.0202","0.02100000000000002","1400","0.00011076603333649923","0","0.00011076603333649923","0.00011076603333649923","","","true"
"114","208.6255493938389","84.7179152609113","4.956596610039647","-0.3061319026371913","0.011800000000000033","0.01419999999999999","0.0094","1400","0.0001765092957272327","0","0.0001765092957272327","0.0001765092957272327","114_115:0.006293749742244559;114_113:0.004326500041869297","114_115:660;114_113:660","true"
"115","225.51949660581738","222.41607371578672","4.861261465838755","-0.3074906249301007","0.009000000000000008","0.0094","0.008600000000000052","1400","0.00014505340276556092","0","0.00014505340276556092","0.00014505340276556092","115_116:0.008675367344930573","115_116:660","true"
"116","241.72727631735","263.4452223952445","4.925748371339563","-0.30611575224355886","0.04179999999999995","0.04079999999999995","0.0428","1400","0.0003278269433760972","0","0.0003278269433760972","0.0003278269433760972","116_117:0.04791432442998264","116_117:660","true"
"117","298.1500556494963","160.72574207737205","4.826804234014125","-0.307647357570589","0.10759999999999992","0.10199999999999998","0.1132","1400","0.0014162673441210877","0","0.0014162673441210877","0.0014162673441210877","117_118:0.01955783414695092","117_118:660","true"
"118","161.10221390079352","25.40610993324144","4.917659560960879","-0.2837864146340105","0.040899999999999936","0.015199999999999991","0.0666","1400","0.0002978012814539268","0","0.0002978012814539268","0.0002978012814539268","118_119:0.0076993935203929775;118_110:0.011405589751666473","118_119:660;118_110:660","true"
"119","463.5358113126691","308.5466000245016","4.6842919508531935","-0.31156380867939937","0.005400000000000071","0.005800000000000027","0.005","1400","0.00009846172352506189","0","0.00009846172352506189","0.00009846172352506189","","","true"
"120","361.39668545488274","109.8681184041455","4.8713048113097095","-0.3070908094384928","0.036799999999999944","0.0352","0.03839999999999999","1400","0.0001186192607689561","0","0.0001186192607689561","0.0001186192607689561","120_121:0.00450066884465497;120_119:0.003043140301477454","120_121:660;120_119:660","true"
"121","329.14390546216373","99.60155940040859","5.069358523662822","-0.3048890858354447","0.022199999999999998","0.024399999999999977","0.02","1400","0.00016729634584190372","0","0.00016729634584190372","0.00016729634584190372","121_122:0.0067643720942402175","121_122:660","true"
"122","320.8579662475124","293.85195010487274","4.880441097677063","-0.30676936019588796","0.07499999999999996","0.056666666666666664","0.09333333333333338","1400","0.00012885968001490945","0","0.00012885968001490945","0.00012885968001490945","122_111:0.02687318721826179","122_111:660","true"
"123","268.5236794813645","185.68025974347103","5.058565587457728","-0.3044524112728942","0.009700000000000042","0.0062","0.01319999999999999","1400","0.00028932404896589247","0","0.00028932404896589247","0.00028932404896589247","123_122:0.004696241239456139;123_124:0.004888990661790049","123_122:660;123_124:660","true"
"124","304.5178549730506","366.50285004784973","4.8463551284054","-0.30693185637104947","0.02289999999999992","0.0242","0.0216","1400","0.00016856681329980867","0","0.00016856681329980867","0.00016856681329980867","","","true"
"125","66.22292451914616","66.62123245469266","5.042864538183436","-0.30464499216097907","0.04269999999999996","0.04479999999999995","0.0406","1400","0.00038619198904177126","0","0.00038619198904177126","0.00038619198904177126","125_126:0.01285541238030627;125_124:0.00937220120157417","125_126:660;125_124:660","true"
"126","171.17925886019","125.96702778409473","4.9933022637599285","-0.30499159890695277","0.019199999999999995","0.0236","0.014800000000000035","1400","0.00026137860471390156","0","0.00026137860471390156","0.00026137860471390156","126_112:0.009590083997691401","126_112:660","true"
